20210704080748,0.0,0.0
,adress,rssi,uuid
0,5c:a2:83:c9:c3:c1,-89,null
1,38:2d:a0:dd:97:40,-89,0000fd6f-0000-1000-8000-00805f9b34fb
2,5b:82:67:bc:cb:c5,-98,null
3,68:10:c2:12:1d:82,-91,null
4,43:20:7e:69:63:b7,-94,null
5,dc:ef:ca:9d:75:4d,-81,null
6,6e:00:be:c4:03:f3,-93,null
