20210704074607,34.69343833333333,135.78222333333332
,adress,rssi,uuid
0,41:59:60:d1:61:a0,-61,null
1,77:13:1e:ac:3f:d4,-65,null
2,78:08:5b:c7:74:00,-98,null
3,69:19:a7:55:b8:cd,-97,null
4,77:06:5b:b6:0a:7a,-92,null
5,46:6c:86:a3:6f:b3,-94,null
6,4d:f2:e9:6b:c1:a4,-96,null
