20210704080458,0.0,0.0
,adress,rssi,uuid
0,dc:ef:ca:9d:75:4d,-85,null
1,58:cd:85:6d:d2:f2,-85,null
2,6e:00:be:c4:03:f3,-91,null
3,43:20:7e:69:63:b7,-92,null
4,68:10:c2:12:1d:82,-96,null
5,73:2b:3e:8e:40:26,-91,null
6,0c:42:a5:9c:24:c7,-98,0000fd6f-0000-1000-8000-00805f9b34fb
