20201221094905,34.70831,135.819965
,adress,rssi,uuid
0,00:a0:50:11:5c:5f,-86,null
1,7f:06:c3:2a:ce:4b,-45,null
2,64:bf:76:ba:e8:03,-55,null
3,2d:c9:d1:41:ea:6f,-51,0000fd6f-0000-1000-8000-00805f9b34fb
4,fa:4b:db:c6:3a:b1,-68,null
