20201221150739,34.653018333333335,135.78523
,adress,rssi,uuid
0,00:a0:50:52:e3:e6,-68,null
1,1d:b4:9a:83:66:36,-60,0000fd6f-0000-1000-8000-00805f9b34fb
2,26:91:61:a3:32:9f,-75,0000fd6f-0000-1000-8000-00805f9b34fb
3,54:13:79:ce:8c:a2,-82,null
4,60:f2:a2:12:a0:5b,-77,null
5,15:53:4e:a9:63:61,-89,0000fd6f-0000-1000-8000-00805f9b34fb
6,5e:eb:7c:1a:8e:45,-71,null
7,18:f9:a0:bd:d9:e3,-87,0000fd6f-0000-1000-8000-00805f9b34fb
8,3a:08:4e:7e:83:77,-49,0000fd6f-0000-1000-8000-00805f9b34fb
9,ff:b5:8a:8d:75:dc,-54,null
10,6c:71:14:66:af:c5,-46,null
11,51:9d:88:02:3b:ae,-80,null
12,42:fb:5a:2c:9c:18,-90,null
13,5c:8a:41:c3:48:be,-86,null
14,46:41:0b:14:1c:7c,-76,null
15,67:41:23:b1:4b:26,-89,null
16,68:6c:d2:3a:05:76,-86,null
17,35:6b:03:06:ba:6d,-88,0000fd6f-0000-1000-8000-00805f9b34fb
18,7f:5b:12:70:57:0b,-88,null
19,51:b1:6e:19:c7:64,-87,null
20,1b:b2:ed:8a:98:b4,-86,0000fd6f-0000-1000-8000-00805f9b34fb
21,46:1f:80:ad:5c:2b,-84,null
22,55:53:62:b1:92:f9,-90,null
23,2a:1e:ab:62:cf:00,-81,0000fd6f-0000-1000-8000-00805f9b34fb
24,62:78:95:22:d9:e6,-83,null
