20201221172050,34.676845,135.81902
,adress,rssi,uuid
0,00:a0:50:53:1a:aa,-73,null
1,6b:9a:d0:18:2c:70,-64,null
2,4a:c1:82:fb:11:bb,-81,0000fd6f-0000-1000-8000-00805f9b34fb
3,18:eb:9e:af:b8:eb,-83,0000fd6f-0000-1000-8000-00805f9b34fb
4,4f:d2:c5:6e:85:4e,-76,null
5,63:86:30:b1:12:91,-58,null
6,23:88:c3:bc:e0:b0,-66,0000fd6f-0000-1000-8000-00805f9b34fb
7,09:00:33:d1:33:01,-62,0000fd6f-0000-1000-8000-00805f9b34fb
8,4d:64:29:c4:ae:a1,-66,null
9,49:e4:be:59:14:c8,-86,null
10,43:eb:25:36:09:00,-91,null
11,4b:dc:da:27:cf:8a,-81,null
12,71:b5:ab:57:4b:6b,-70,null
13,7a:75:44:15:c2:d4,-81,null
14,78:d0:01:fc:18:ab,-86,null
15,2d:4f:02:c0:88:69,-93,0000fd6f-0000-1000-8000-00805f9b34fb
