20201221154610,34.66509166666667,135.78685666666667
,adress,rssi,uuid
0,56:83:0c:51:dc:89,-67,null
1,00:a0:50:0d:7a:d8,-79,null
2,02:06:7f:c9:fb:1e,-57,0000fd6f-0000-1000-8000-00805f9b34fb
3,44:8f:bd:0b:fd:3e,-45,null
