20201221154743,34.66546666666667,135.78525833333333
,adress,rssi,uuid
0,00:a0:50:0d:7a:d8,-71,null
1,4c:6a:d8:b3:3e:44,-61,null
2,44:8f:bd:0b:fd:3e,-38,null
3,02:06:7f:c9:fb:1e,-52,0000fd6f-0000-1000-8000-00805f9b34fb
4,76:12:78:d5:b5:c6,-89,null
