20201221154641,34.665103333333334,135.785065
,adress,rssi,uuid
0,56:83:0c:51:dc:89,-65,null
1,00:a0:50:0d:7a:d8,-86,null
2,02:06:7f:c9:fb:1e,-39,0000fd6f-0000-1000-8000-00805f9b34fb
3,44:8f:bd:0b:fd:3e,-48,null
4,70:76:27:98:1c:58,-91,null
5,33:fa:65:0a:03:a2,-93,0000fd6f-0000-1000-8000-00805f9b34fb
