20201221113714,34.681975,135.80066
,adress,rssi,uuid
0,6f:0d:7c:01:a4:bc,-87,null
1,00:a0:50:53:46:68,-77,null
2,61:e9:a7:33:14:55,-83,null
3,6d:e3:f9:a6:ef:c5,-58,null
4,35:c4:f2:b2:71:ba,-92,0000fd6f-0000-1000-8000-00805f9b34fb
5,5e:de:6d:7b:da:2e,-79,null
6,67:40:c7:d1:4c:f5,-89,null
7,10:1b:e8:55:0f:be,-43,0000fd6f-0000-1000-8000-00805f9b34fb
8,56:fb:2f:84:ba:fa,-87,null
9,58:0d:85:2a:91:17,-90,null
10,7a:e7:ba:d5:5a:d3,-95,null
11,58:b3:64:09:e2:e3,-89,null
12,5a:45:58:48:ae:f6,-56,null
13,00:1c:fc:8b:ae:0e,-82,null
14,7d:93:4b:8b:8f:41,-63,null
15,58:d4:90:0c:9e:55,-43,null
16,d4:36:39:ba:bd:be,-93,null
17,27:19:cd:58:93:ff,-89,null
18,78:57:8e:96:cf:07,-87,null
19,45:dd:b7:c1:dd:36,-85,null
20,49:68:a7:32:f7:90,-65,null
21,4f:4d:43:35:aa:61,-89,null
22,43:12:9b:4e:d1:65,-87,null
23,69:70:f6:45:49:67,-91,null
24,74:a9:7b:81:ee:33,-97,null
25,58:95:4b:5e:68:55,-95,null
26,7c:b1:b1:c4:3c:53,-92,null
27,53:8b:d0:c1:c4:d5,-90,null
28,49:bf:e1:ae:05:d8,-90,null
29,72:6a:7a:f6:75:d8,-89,null
30,e4:c7:b1:ba:1a:81,-92,null
31,77:34:5f:f2:02:03,-89,null
32,02:15:5d:aa:1f:47,-92,0000fd6f-0000-1000-8000-00805f9b34fb
