20201221134249,34.694205,135.79315
,adress,rssi,uuid
0,00:a0:50:53:1a:a7,-75,null
1,66:61:5c:31:59:96,-85,null
2,57:a1:28:4b:64:4b,-70,null
3,61:ec:52:25:cb:92,-47,null
4,6d:cb:b2:a0:25:be,-86,null
5,1d:c4:c6:cb:d0:73,-50,0000fd6f-0000-1000-8000-00805f9b34fb
6,7c:5d:43:60:ee:2e,-88,null
7,1a:b0:76:cd:d8:54,-89,0000fd6f-0000-1000-8000-00805f9b34fb
