20201221132941,34.69401166666667,135.79010833333334
,adress,rssi,uuid
0,00:a0:50:53:1a:a7,-76,null
1,61:ec:52:25:cb:92,-45,null
2,58:b0:92:9f:37:56,-95,null
3,42:3a:7a:f4:38:d2,-66,null
4,1d:c4:c6:cb:d0:73,-44,0000fd6f-0000-1000-8000-00805f9b34fb
