20201221083721,34.68077,135.83976
,adress,rssi,uuid
0,51:d7:e5:c5:e4:a5,-86,0000fd6f-0000-1000-8000-00805f9b34fb
1,00:a0:50:53:1a:d2,-77,null
2,7b:e9:ca:6e:c6:da,-41,null
3,73:df:3c:22:35:b3,-55,null
4,34:c6:fe:d3:5b:44,-59,0000fd6f-0000-1000-8000-00805f9b34fb
5,58:25:70:85:47:12,-34,null
6,cf:2e:9d:9d:41:de,-35,null
