20201221142721,34.673895,135.83776
,adress,rssi,uuid
0,00:a0:50:53:32:5a,-74,null
1,6f:fe:af:53:0d:b2,-35,null
2,7d:74:99:87:b5:d5,-74,null
3,00:ec:83:4f:b7:e0,-73,0000fd6f-0000-1000-8000-00805f9b34fb
4,ca:b8:ba:a2:42:92,-38,null
