20210704132121,34.68448166666667,135.81815333333333
,adress,rssi,uuid
0,00:a0:50:52:e3:df,-66,null
1,13:3c:ff:af:8d:ea,-94,0000fd6f-0000-1000-8000-00805f9b34fb
2,5f:61:7b:20:77:31,-69,null
3,77:70:27:76:00:49,-80,null
4,65:0c:d4:d0:ea:ee,-71,null
5,72:07:6c:ef:0c:c5,-94,null
6,3b:59:94:e6:63:a5,-48,null
7,73:dd:a0:82:55:ab,-52,null
8,79:34:4f:c4:2a:68,-97,null
9,40:ff:fa:c6:de:b8,-83,0000fd6f-0000-1000-8000-00805f9b34fb
10,71:fc:ec:78:cb:a3,-95,null
11,79:ec:d2:51:30:81,-93,null
12,70:9d:79:c0:84:27,-47,null
13,66:80:1c:c0:af:e6,-89,null
14,7a:8e:7a:6d:1f:a4,-58,null
15,50:8d:7b:9d:c9:ae,-91,null
16,55:0e:b3:1f:23:fe,-93,null
17,68:7c:25:21:81:01,-91,null
18,5f:05:11:4c:35:44,-92,null
19,60:3e:59:c1:37:57,-97,null
20,4a:65:c7:d4:b6:0d,-96,null
21,6c:33:f0:01:0d:05,-91,null
22,1b:b1:f4:67:ea:e5,-98,0000fd6f-0000-1000-8000-00805f9b34fb
23,66:87:8a:f1:dd:4d,-91,null
24,73:4b:e9:e0:24:36,-91,null
25,02:bf:39:01:c3:7b,-99,0000fd6f-0000-1000-8000-00805f9b34fb
26,6c:11:4c:ee:80:1a,-94,null
27,5f:75:e6:fd:bb:35,-92,null
28,68:d2:ad:17:29:37,-95,null
