20210704094538,34.684371666666664,135.80856833333334
,adress,rssi,uuid
0,00:a0:50:52:e3:df,-71,null
1,00:a0:50:52:f3:4e,-91,null
2,6d:9c:17:fa:19:d6,-77,0000fd6f-0000-1000-8000-00805f9b34fb
3,79:1f:a3:61:f9:35,-82,0000fd6f-0000-1000-8000-00805f9b34fb
4,68:7d:af:e6:c3:44,-71,null
5,11:9e:7c:c6:37:3b,-83,0000fd6f-0000-1000-8000-00805f9b34fb
6,4d:f6:6e:6e:eb:24,-54,null
7,60:94:8e:cf:61:70,-81,null
8,3d:32:12:97:99:e5,-85,0000fd6f-0000-1000-8000-00805f9b34fb
9,47:13:a5:8a:27:21,-89,0000fd6f-0000-1000-8000-00805f9b34fb
10,1e:bb:49:65:7f:5d,-95,0000fd6f-0000-1000-8000-00805f9b34fb
11,7e:02:21:ec:e9:02,-87,null
12,74:87:00:b7:cf:6c,-88,null
13,f4:bf:80:94:9d:11,-62,null
14,46:71:e4:7e:d1:70,-92,null
15,1b:d1:b6:4f:aa:c5,-91,null
16,7b:2f:7a:37:24:c9,-89,null
17,4b:58:5a:c4:d4:ed,-48,null
18,4b:35:4c:dd:77:a7,-97,null
19,79:98:09:50:e0:f4,-92,null
20,19:94:da:fd:c7:0b,-99,null
21,17:05:69:7a:c9:9a,-90,0000fd6f-0000-1000-8000-00805f9b34fb
