20210704110808,34.691813333333336,135.78211666666667
,adress,rssi,uuid
0,68:03:3e:fe:77:f1,-98,null
1,5e:83:ad:bc:0e:ce,-85,null
2,00:a0:50:1d:4a:ce,-73,null
3,5f:d8:80:d9:83:7c,-95,null
4,2a:99:b3:a1:d4:fa,-83,0000fd6f-0000-1000-8000-00805f9b34fb
5,76:aa:5f:1d:db:c0,-84,null
6,56:f0:1d:f9:a7:dc,-91,null
7,7a:04:28:b7:b8:79,-97,null
8,15:e2:8a:24:17:df,-95,0000fd6f-0000-1000-8000-00805f9b34fb
9,4c:87:5d:b9:71:69,-79,null
10,46:90:1b:83:33:05,-88,null
11,11:b8:76:08:09:e1,-88,0000fd6f-0000-1000-8000-00805f9b34fb
12,73:13:31:65:0b:d0,-89,null
13,4e:02:c2:d6:21:17,-95,null
14,4f:c7:b2:56:fe:fc,-93,null
15,59:be:20:70:16:1a,-86,null
16,61:09:f5:96:3f:cf,-95,null
17,78:f8:fa:cb:79:6a,-85,null
18,29:df:9a:03:7b:d8,-86,0000fd6f-0000-1000-8000-00805f9b34fb
19,3b:3c:16:87:b9:90,-89,0000fd6f-0000-1000-8000-00805f9b34fb
20,34:60:ba:2f:23:14,-92,0000fd6f-0000-1000-8000-00805f9b34fb
21,6b:74:4f:11:2c:a3,-87,null
22,94:db:56:72:21:51,-95,null
23,53:26:b2:16:b1:67,-93,null
24,00:a0:50:c4:24:ee,-93,null
25,4e:41:52:fb:20:d9,-100,null
26,4c:fd:f9:26:00:e2,-100,null
27,67:74:dc:37:b5:aa,-97,null
28,5e:5e:5b:fa:e7:10,-96,null
