20201221105153,34.683371666666666,135.75518166666666
,adress,rssi,uuid
0,00:a0:50:52:e2:56,-65,null
1,67:2a:b1:5b:44:fc,-46,null
2,41:b2:5d:c4:1f:e8,-90,null
3,78:de:05:7b:83:e2,-98,null
4,4a:9f:2e:68:ec:ff,-85,null
5,24:79:c7:cb:5e:55,-49,0000fd6f-0000-1000-8000-00805f9b34fb
6,ea:da:b7:52:fd:ed,-67,null
7,51:7e:6d:30:fb:f2,-91,null
