20201221154728,34.66546666666667,135.78525833333333
,adress,rssi,uuid
0,00:a0:50:0d:7a:d8,-79,null
1,4c:6a:d8:b3:3e:44,-63,null
2,02:06:7f:c9:fb:1e,-46,0000fd6f-0000-1000-8000-00805f9b34fb
3,44:8f:bd:0b:fd:3e,-42,null
