20201221111822,34.676793333333336,135.7655
,adress,rssi,uuid
0,00:a0:50:53:46:68,-71,null
1,6b:42:17:a1:eb:a1,-55,null
2,60:28:b2:1c:88:32,-52,null
3,15:c2:40:77:e3:1b,-44,0000fd6f-0000-1000-8000-00805f9b34fb
4,79:ab:51:e5:40:66,-91,null
5,5a:45:58:48:ae:f6,-71,null
