20201221094732,34.707503333333335,135.816895
,adress,rssi,uuid
0,00:a0:50:11:5c:5f,-65,null
1,7f:06:c3:2a:ce:4b,-43,null
2,64:bf:76:ba:e8:03,-53,null
3,2d:c9:d1:41:ea:6f,-60,0000fd6f-0000-1000-8000-00805f9b34fb
4,5b:20:b1:8e:42:3c,-87,null
5,fa:4b:db:c6:3a:b1,-67,null
6,6b:9a:fc:70:e7:a6,-84,null
