20201221094355,34.70683666666667,135.80608
,adress,rssi,uuid
0,00:a0:50:11:5c:5f,-78,null
1,48:6d:a8:9f:06:4b,-46,null
2,6e:ae:43:5a:b3:96,-92,null
3,0f:18:b6:a5:d2:39,-54,0000fd6f-0000-1000-8000-00805f9b34fb
4,fc:51:b4:04:92:5e,-69,null
