20201221185354,34.732205,135.73158166666667
,adress,rssi,uuid
0,53:71:08:b9:69:3a,-81,null
1,3e:66:4c:2e:2a:f9,-88,0000fd6f-0000-1000-8000-00805f9b34fb
2,57:38:d0:4c:8b:b5,-92,null
3,6c:7f:02:22:c3:45,-86,null
4,7e:3a:b4:38:af:8a,-91,null
5,69:ef:ae:5f:7a:e4,-89,null
6,67:ca:e2:08:c2:97,-90,null
7,31:c8:99:a4:c6:8a,-83,0000fd6f-0000-1000-8000-00805f9b34fb
