20201221175019,34.675475,135.76059
,adress,rssi,uuid
0,00:a0:50:53:1a:aa,-73,null
1,70:08:07:58:33:55,-47,null
2,1b:77:52:c9:1c:3e,-68,0000fd6f-0000-1000-8000-00805f9b34fb
3,58:50:ae:73:29:c5,-58,null
4,2b:32:59:34:cf:48,-39,0000fd6f-0000-1000-8000-00805f9b34fb
5,6f:c7:75:68:ea:c3,-45,null
6,73:7f:8d:b8:08:7f,-60,null
7,58:ee:7a:53:6f:ff,-49,null
