20201221104235,34.67890166666667,135.77082
,adress,rssi,uuid
0,00:a0:50:52:e2:56,-70,null
1,04:19:8e:15:fa:e2,-64,0000fd6f-0000-1000-8000-00805f9b34fb
2,61:c7:b6:da:2b:34,-52,null
3,5d:16:bf:84:0e:4a,-65,null
4,16:c2:af:c6:49:fc,-55,0000fd6f-0000-1000-8000-00805f9b34fb
