20201221153943,34.65161,135.78166666666667
,adress,rssi,uuid
0,00:a0:50:0d:7a:d8,-74,null
1,67:99:5c:8a:5a:bd,-87,null
2,02:06:7f:c9:fb:1e,-43,0000fd6f-0000-1000-8000-00805f9b34fb
3,44:8f:bd:0b:fd:3e,-43,null
4,56:83:0c:51:dc:89,-77,null
5,08:fb:ac:5d:fd:1b,-92,null
6,7a:85:ad:0d:02:15,-81,null
7,59:e6:20:55:31:da,-87,null
