20201221132329,34.69163833333333,135.806605
,adress,rssi,uuid
0,00:a0:50:53:1a:a7,-75,null
1,42:2c:9f:77:5f:89,-47,null
2,66:7c:9c:4f:ea:6b,-42,null
3,07:9a:e7:7b:46:90,-44,0000fd6f-0000-1000-8000-00805f9b34fb
4,4b:35:2a:17:c9:2d,-89,0000fd6f-0000-1000-8000-00805f9b34fb
5,d4:36:39:ba:bb:1a,-89,null
