20201221154712,34.66614333333333,135.78496833333332
,adress,rssi,uuid
0,00:a0:50:0d:7a:d8,-79,null
1,02:06:7f:c9:fb:1e,-43,0000fd6f-0000-1000-8000-00805f9b34fb
2,44:8f:bd:0b:fd:3e,-44,null
3,4c:6a:d8:b3:3e:44,-71,null
4,6b:32:2c:bc:76:ea,-83,null
5,33:fa:65:0a:03:a2,-89,0000fd6f-0000-1000-8000-00805f9b34fb
