20201221094850,34.70831,135.819965
,adress,rssi,uuid
0,00:a0:50:11:5c:5f,-67,null
1,7f:06:c3:2a:ce:4b,-55,null
2,41:28:bd:02:43:f0,-89,null
3,64:bf:76:ba:e8:03,-62,null
4,2d:c9:d1:41:ea:6f,-63,0000fd6f-0000-1000-8000-00805f9b34fb
5,fa:4b:db:c6:3a:b1,-69,null
