20201221134335,34.69421,135.79835333333332
,adress,rssi,uuid
0,00:a0:50:53:1a:a7,-79,null
1,1d:c4:c6:cb:d0:73,-46,0000fd6f-0000-1000-8000-00805f9b34fb
2,61:ec:52:25:cb:92,-52,null
3,57:a1:28:4b:64:4b,-70,null
