20201221132737,34.694125,135.799325
,adress,rssi,uuid
0,66:7c:9c:4f:ea:6b,-44,null
1,07:9a:e7:7b:46:90,-43,0000fd6f-0000-1000-8000-00805f9b34fb
2,42:2c:9f:77:5f:89,-40,null
3,00:a0:50:53:1a:a7,-72,null
4,4b:35:2a:17:c9:2d,-92,0000fd6f-0000-1000-8000-00805f9b34fb
