20201221185252,34.73255666666667,135.73166333333333
,adress,rssi,uuid
0,69:ef:ae:5f:7a:e4,-70,null
1,3e:66:4c:2e:2a:f9,-45,0000fd6f-0000-1000-8000-00805f9b34fb
2,00:a0:50:ed:42:ec,-63,null
3,53:71:08:b9:69:3a,-51,null
