,time,latitude,longitude
0,20210701124355,0.0,0.0.1
1,20210701124410,34.68441333333333,135.80301833333334
2,20210701124426,34.68441333333333,135.80301833333334
3,20210701124441,0.0,0.0.1
4,20210701124457,34.684581666666666,135.80214833333332
5,20210701124513,34.684581666666666,135.80214833333332
6,20210701124528,34.684261666666664,135.79854833333334
7,20210701124544,34.684261666666664,135.79854833333334
8,20210701124559,34.683976666666666,135.79489
9,20210701124615,34.683976666666666,135.79489
10,20210701124630,34.684115,135.79379666666668
11,20210701124645,34.68441166666667,135.793645
12,20210701124701,34.68430166666667,135.79321666666667
13,20210701124716,34.684309999999996,135.79319
14,20210701124732,34.684176666666666,135.792365
15,20210701124747,34.684176666666666,135.792365
16,20210701124803,0.0,0.0.1
17,20210701124819,0.0,0.0.1
18,20210701124834,34.684265,135.79092666666668
19,20210701124850,34.684265,135.79092666666668
20,20210701124905,34.684265,135.79092666666668
21,20210701124921,0.0,0.0.1
22,20210701124936,0.0,0.0.1
23,20210701124952,34.681603333333335,135.78863
24,20210701125008,34.681603333333335,135.78863
25,20210701125023,0.0,0.0.1
26,20210701125038,0.0,0.0.1
27,20210701125054,34.68270666666667,135.78242333333333
28,20210701125109,34.68325333333333,135.780835
29,20210701125125,0.0,0.0.1
30,20210701125140,34.684551666666664,135.78052666666667
31,20210701125156,34.685425,135.78179166666666
32,20210701125211,34.68644,135.782365
33,20210701125227,34.687866666666665,135.78221666666667
34,20210701125243,34.687866666666665,135.78221666666667
35,20210701125258,0.0,0.0.1
36,20210701125313,0.0,0.0.1
37,20210701125329,0.0,0.0.1
38,20210701125344,0.0,0.0.1
39,20210701125400,0.0,0.0.1
40,20210701125416,0.0,0.0.1
41,20210701125432,0.0,0.0.1
42,20210701125447,34.69309,135.78183666666666
43,20210701125503,34.693086666666666,135.78185833333333
44,20210701125503,34.693086666666666,135.78185833333333
45,20210701130642,0.0,0.0.1
46,20210701130657,34.69320666666667,135.78213
47,20210701130713,34.69320666666667,135.78213
48,20210701130728,34.69320666666667,135.78214166666666
49,20210701130744,34.69320666666667,135.78214166666666
50,20210701130759,34.69320666666667,135.78217
51,20210701130815,34.693205,135.78216833333335
52,20210701130831,34.69321333333333,135.78216833333335
53,20210701130847,34.693221666666666,135.782175
54,20210701130903,34.693221666666666,135.782175
55,20210701130918,34.693221666666666,135.782175
56,20210701130934,34.69320166666667,135.78217333333333
57,20210701130950,34.69320166666667,135.78217333333333
58,20210701131005,34.69320166666667,135.78217333333333
59,20210701131021,34.693223333333336,135.78216333333333
60,20210701131037,34.693223333333336,135.78216333333333
61,20210701131052,34.693215,135.78217833333332
62,20210701131108,34.693215,135.78217833333332
63,20210701131123,34.693205,135.782185
64,20210701131139,34.693205,135.782185
65,20210701131154,34.693195,135.7822
66,20210701131210,34.693195,135.7822
67,20210701131225,34.69318666666667,135.78220166666668
68,20210701131241,34.69318666666667,135.78220166666668
69,20210701131256,34.69318,135.782195
70,20210701131312,34.69318,135.782195
71,20210701131327,34.693175,135.78219166666668
