,time,latitude,longitude
0,20210701094727,0.0,0.0.1
1,20210701094743,0.0,0.0.1
2,20210701094759,0.0,0.0.1
3,20210701094815,0.0,0.0.1
4,20210701094830,0.0,0.0.1
5,20210701094846,0.0,0.0.1
6,20210701094902,0.0,0.0.1
7,20210701094918,0.0,0.0.1
8,20210701094934,0.0,0.0.1
9,20210701094950,0.0,0.0.1
10,20210701095006,0.0,0.0.1
11,20210701095021,0.0,0.0.1
12,20210701095037,0.0,0.0.1
13,20210701095052,0.0,0.0.1
14,20210701095108,0.0,0.0.1
15,20210701095123,0.0,0.0.1
16,20210701095139,0.0,0.0.1
17,20210701095155,0.0,0.0.1
18,20210701095211,0.0,0.0.1
19,20210701095226,0.0,0.0.1
20,20210701095242,0.0,0.0.1
21,20210701095258,0.0,0.0.1
22,20210701095313,0.0,0.0.1
23,20210701095329,0.0,0.0.1
24,20210701095344,0.0,0.0.1
25,20210701095400,0.0,0.0.1
26,20210701095416,0.0,0.0.1
27,20210701095432,0.0,0.0.1
28,20210701095447,0.0,0.0.1
29,20210701095503,0.0,0.0.1
30,20210701095518,0.0,0.0.1
31,20210701095534,0.0,0.0.1
32,20210701095550,34.68423833333333,135.79358
33,20210701095605,34.68438833333333,135.79500833333333
34,20210701095621,34.68438833333333,135.79500833333333
35,20210701095636,34.684315,135.79606
36,20210701095652,34.684315,135.79606
37,20210701095707,34.68438666666667,135.79855166666667
38,20210701095723,34.68443666666667,135.799995
39,20210701095739,34.68447333333334,135.801345
40,20210701095755,34.684416666666664,135.80178833333332
41,20210701095811,34.684415,135.80178833333332
42,20210701095827,34.68437333333333,135.80241166666667
43,20210701095842,34.68437333333333,135.80241166666667
44,20210701095858,34.68437333333333,135.80241166666667
45,20210701095914,34.68437333333333,135.80241166666667
46,20210701095931,34.68437333333333,135.80241166666667
47,20210701095947,34.68437333333333,135.80241166666667
48,20210701100003,34.68434333333333,135.805345
49,20210701100019,34.68434333333333,135.805345
50,20210701100035,34.68434333333333,135.805345
51,20210701100051,34.68434333333333,135.805345
52,20210701100107,34.68432166666667,135.80905
53,20210701100123,34.684371666666664,135.81049666666667
54,20210701100139,34.68438333333334,135.81122166666665
55,20210701100155,34.68438666666667,135.811215
56,20210701100211,34.68438666666667,135.81121666666667
57,20210701100227,34.68438666666667,135.81121666666667
58,20210701100243,34.68438666666667,135.81121666666667
59,20210701100259,34.684385,135.81125166666666
60,20210701100315,34.68438,135.81211333333334
61,20210701100331,34.68442,135.813335
62,20210701100347,34.68445833333333,135.81406833333332
63,20210701100403,34.684421666666665,135.81536666666668
64,20210701100419,34.68445833333333,135.81679833333334
65,20210701100434,34.68443166666667,135.817045
66,20210701100450,34.68443833333333,135.81705833333334
67,20210701100506,34.68443666666667,135.81705166666666
68,20210701100521,34.68443666666667,135.81705166666666
