20210701125023,0.0,0.0
,adress,rssi,uuid
0,00:a0:50:52:f3:a8,-73,null
1,76:85:2d:9c:d6:59,-90,null
2,6f:02:1d:58:76:29,-75,0000fd6f-0000-1000-8000-00805f9b34fb
