20210701135116,34.683085,135.84489166666665
,adress,rssi,uuid
0,00:a0:50:52:f3:a8,-66,null
1,31:ca:a4:f3:13:13,-89,0000fd6f-0000-1000-8000-00805f9b34fb
2,56:c1:cf:99:65:c9,-82,null
