20210701145428,34.684781666666666,135.79346
,adress,rssi,uuid
0,00:a0:50:52:f3:a8,-65,null
1,62:72:6e:cd:77:b0,-90,null
2,5b:ca:ad:37:74:66,-68,null
3,7a:64:c1:e0:06:03,-65,null
