20210701134754,34.68512333333334,135.83942
,adress,rssi,uuid
0,00:a0:50:52:f3:a8,-64,null
1,69:73:55:32:91:3a,-87,null
2,47:90:52:b9:92:11,-94,null
3,51:63:6d:72:5e:e0,-90,null
4,63:e7:0b:56:a1:26,-91,null
5,61:de:e1:31:78:72,-94,null
6,72:9f:7b:46:f8:ae,-93,null
