20210701135713,34.68230333333333,135.845925
,adress,rssi,uuid
0,00:a0:50:52:f3:a8,-60,null
1,63:51:8d:7e:f9:33,-98,null
2,38:fc:80:3c:e5:77,-90,null
3,68:e3:d7:dd:99:0d,-79,null
4,28:ed:e0:d2:49:fa,-91,null
