20210701125140,34.684551666666664,135.78052666666667
,adress,rssi,uuid
0,00:a0:50:52:f3:a8,-70,null
1,5c:67:82:2b:6a:5d,-86,null
2,1b:70:ac:9d:f8:c3,-88,0000fd6f-0000-1000-8000-00805f9b34fb
3,05:2d:ad:34:5a:29,-97,0000fd6f-0000-1000-8000-00805f9b34fb
4,6f:02:1d:58:76:29,-75,0000fd6f-0000-1000-8000-00805f9b34fb
5,5b:e4:58:c9:e3:a8,-94,null
6,33:c1:60:1c:c2:f6,-96,0000fd6f-0000-1000-8000-00805f9b34fb
7,d4:6a:6a:16:2d:f0,-101,null
