depature_time,real_depature_time,stop_name,board_num,exit_num,travel_num,lat,lon
16:40,16:43,ＪＲ奈良駅,,,15,34.68162,135.82042
16:41,,油阪船橋商店街,0.0,0.0,15,34.684446,135.822167
16:47,16:48,近鉄奈良駅,6.0,8.0,13,34.684487,135.827195
16:48,,県庁前,0.0,0.0,13,34.684605,135.83273
16:49,,県庁東,0.0,0.0,13,34.684435,135.835433
16:49,,氷室神社・国立博物館,0.0,1.0,12,34.684033,135.837611
16:51,,東大寺大仏殿・春日大社前,0.0,0.0,12,34.682777,135.839919
16:51,,春日大社表参道,0.0,0.0,12,34.68164,135.839846
16:52,,破石町,0.0,2.0,10,34.6773,135.839707
16:54,,高畑町,2.0,4.0,8,34.675011,135.83995
16:58,,幸町,0.0,2.0,6,34.673847,135.837715
17:00,,紀寺町,2.0,0.0,8,34.673774,135.8336
17:01,,田中町,0.0,3.0,5,34.673643,135.831563
17:02,,北京終町,0.0,0.0,5,34.673548,135.829601
17:03,,綿町,1.0,0.0,6,34.673438,135.827258
17:04,,八軒町,5.0,0.0,11,34.673337,135.824084
17:05,,瓦町,2.0,1.0,12,34.67505,135.821615
17:06,,大森町,0.0,0.0,12,34.676364,135.820167
17:07,,三条川崎町,0.0,2.0,10,34.679494,135.819973
17:10,17:14,ＪＲ奈良駅,0.0,5.0,5,34.68162,135.82042
