depature_time,real_depature_time,stop_name,board_num,exit_num,travel_num,lat,lon
16:12,16:12,近鉄奈良駅,10,,10,34.684487,135.827195
16:13,16:16,油阪船橋商店街,0,0.0,10,34.684446,135.822167
16:20,16:20,ＪＲ奈良駅,3,5.0,8,34.68162,135.82042
16:22,16:24,大森町,0,1.0,7,34.676364,135.820167
16:23,16:25,瓦町,1,1.0,7,34.67505,135.821615
16:24,,八軒町,0,0.0,7,34.673337,135.824084
16:25,16:26,綿町,0,2.0,5,34.673438,135.827258
16:25,16:27,北京終町,1,2.0,4,34.673548,135.829601
16:27,16:30,田中町,1,0.0,5,34.673643,135.831563
16:29,16:32,紀寺町,2,1.0,6,34.673774,135.8336
16:31,16:33,幸町,11,0.0,17,34.673847,135.837715
16:34,16:37,高畑町,10,1.0,26,34.675011,135.83995
16:35,16:39,破石町,0,1.0,25,34.6773,135.839707
16:36,,春日大社表参道,0,0.0,25,34.68164,135.839846
16:39,,東大寺大仏殿・国立博物館,0,0.0,25,34.6836,135.838917
16:39,,県庁東,0,0.0,25,34.684435,135.835433
16:40,,県庁前,0,0.0,25,34.684605,135.83273
16:44,16:44,近鉄奈良駅,,,,34.684487,135.827195
