depature_time,real_depature_time,stop_name,board_num,exit_num,travel_num,lat,lon
15:24,15:24,近鉄奈良駅,4,,4,34.684487,135.827195
15:25,15:26,油阪船橋商店街,1,0.0,5,34.684446,135.822167
15:32,15:32,ＪＲ奈良駅,4,3.0,6,34.68162,135.82042
15:34,15:36,大森町,1,1.0,6,34.676364,135.820167
15:35,,瓦町,0,0.0,6,34.67505,135.821615
15:36,15:37,八軒町,0,1.0,5,34.673337,135.824084
15:37,,綿町,0,0.0,5,34.673438,135.827258
15:37,15:39,北京終町,0,2.0,3,34.673548,135.829601
15:39,,田中町,0,0.0,3,34.673643,135.831563
15:41,15:41,紀寺町,1,1.0,3,34.673774,135.8336
15:43,15:43,幸町,1,0.0,4,34.673847,135.837715
15:46,,高畑町,0,0.0,4,34.675011,135.83995
15:47,,破石町,0,0.0,4,34.6773,135.839707
15:48,,春日大社表参道,0,0.0,4,34.68164,135.839846
15:51,,東大寺大仏殿・国立博物館,0,0.0,4,34.6836,135.838917
15:51,,県庁東,0,0.0,4,34.684435,135.835433
15:52,,県庁前,0,0.0,4,34.684605,135.83273
15:56,,近鉄奈良駅,,,,34.684487,135.827195
