,address,rssi,uuid
0,4c:0d:b2:22:35:c3,-95,
1,54:91:aa:a4:96:5e,-80,
2,7c:5a:37:23:20:52,-67,
3,56:f5:26:a3:44:fd,-77,
4,7e:c2:48:43:b9:6d,-85,
5,6e:00:ae:1f:74:6e,-77,
6,19:43:e6:37:2e:67,-96,
7,2a:0b:72:6f:e6:c5,-86,0000fd6f-0000-1000-8000-00805f9b34fb
8,43:e2:58:53:c7:a5,-79,
9,4c:e2:57:32:98:75,-81,
10,35:68:47:cd:c6:d6,-84,0000fd6f-0000-1000-8000-00805f9b34fb
11,5a:3b:9d:9d:b7:66,-81,
12,5e:77:54:3e:3e:a1,-82,
13,65:f0:c4:c8:e5:6d,-86,
14,79:b6:6e:62:cb:26,-84,
15,7e:de:50:2b:a3:e0,-93,
16,50:57:5e:d8:1a:b0,-52,
17,20:c0:fb:f5:5c:8a,-99,0000fd6f-0000-1000-8000-00805f9b34fb
18,4d:2b:29:4b:01:97,-99,
19,10:85:c9:27:61:13,-70,0000fd6f-0000-1000-8000-00805f9b34fb
20,40:f5:d1:aa:d4:1a,-86,
21,54:9e:5e:50:ef:3d,-84,
22,51:69:ee:ff:a1:20,-85,
23,17:f1:30:01:52:b7,-77,0000fd6f-0000-1000-8000-00805f9b34fb
24,0b:fe:11:22:3a:09,-88,
25,26:b4:68:04:b9:15,-91,
26,5a:54:8d:19:4b:0a,-81,
27,0a:d4:de:ba:70:6b,-90,
28,4a:ae:dc:cf:aa:3f,-93,
29,21:e1:4f:0d:9b:5e,-90,0000fd6f-0000-1000-8000-00805f9b34fb
30,c7:59:1d:f0:d1:e6,-92,
31,69:dc:5f:0b:e0:2c,-82,
32,46:5b:df:59:2d:43,-89,
33,4d:15:09:b5:dd:26,-91,
34,62:81:22:0e:56:93,-88,
35,1e:e7:63:06:74:fe,-88,0000fd6f-0000-1000-8000-00805f9b34fb
36,65:3d:a3:e9:21:a2,-77,
37,4f:35:1f:7c:cc:82,-91,
38,5c:37:61:56:e9:21,-90,
39,54:ab:63:80:38:5b,-75,
40,67:6e:b4:b7:dd:28,-89,
41,34:82:2f:e8:33:db,-95,
42,30:34:b4:c5:50:69,-93,
43,5d:f8:d6:c0:a3:d9,-78,
44,66:c9:3d:f6:ce:7c,-83,
45,7f:45:75:3b:92:14,-100,
46,10:b8:d1:df:33:08,-95,0000fd6f-0000-1000-8000-00805f9b34fb
47,4a:ab:fc:df:e0:57,-83,
48,16:c0:34:0c:26:54,-79,0000fd6f-0000-1000-8000-00805f9b34fb
49,4a:95:c9:1a:28:bb,-81,
50,76:eb:af:ea:d9:0f,-77,
51,3c:0c:3c:5e:0f:27,-91,0000fd6f-0000-1000-8000-00805f9b34fb
52,04:ee:83:d5:9b:6c,-95,0000fd6f-0000-1000-8000-00805f9b34fb
53,69:79:3d:bd:5a:8d,-95,
54,61:08:8f:e9:0f:9c,-93,
55,1d:2e:1b:4a:18:7d,-96,0000fd6f-0000-1000-8000-00805f9b34fb
56,4a:77:ef:b2:b1:a7,-86,
57,27:71:1d:0b:85:34,-91,0000fd6f-0000-1000-8000-00805f9b34fb
58,5e:e8:6c:a7:1c:c0,-94,
59,4d:61:89:18:88:21,-93,
60,5e:6c:36:6c:8f:c8,-91,
61,4e:97:28:c6:f2:a0,-94,
62,4a:4f:f2:58:db:89,-95,
63,76:a1:04:a3:a6:6e,-92,
64,7f:85:f8:44:7d:f7,-96,
65,66:ca:d0:35:ff:70,-90,
66,45:0c:1d:8b:8d:0c,-91,
67,76:7a:73:97:88:35,-99,
68,36:ff:4f:33:5b:8c,-94,0000fd6f-0000-1000-8000-00805f9b34fb
69,53:af:97:6b:ba:4c,-90,
70,7e:69:a7:44:3f:8b,-88,
71,ff:da:df:ee:ed:c9,-83,
72,50:46:90:bf:8d:cf,-94,
73,5d:68:d8:1f:76:9d,-95,
74,41:e9:42:9e:f1:66,-94,
75,6a:72:b5:c4:cc:15,-93,
76,3f:1a:ce:f4:eb:d4,-94,0000fd6f-0000-1000-8000-00805f9b34fb
77,28:ff:dc:e0:64:d4,-93,0000fd6f-0000-1000-8000-00805f9b34fb
78,6f:d4:ff:2e:25:88,-96,
