,address,rssi,uuid
0,45:5d:0a:4b:0c:ac,-85,
1,6e:c1:dc:d6:ba:96,-78,
2,56:53:a5:11:ff:09,-75,
3,74:23:27:46:36:90,-62,
4,73:5b:b5:75:99:00,-77,
5,0b:fe:11:22:3a:09,-82,
6,0d:84:40:aa:08:2b,-76,
7,31:93:cc:8d:4b:e7,-85,0000fd6f-0000-1000-8000-00805f9b34fb
8,23:d6:cc:da:60:7e,-84,
9,73:60:fa:27:8b:ef,-81,
10,1e:e7:63:06:74:fe,-82,0000fd6f-0000-1000-8000-00805f9b34fb
11,07:c8:58:4f:e3:c1,-86,0000fd6f-0000-1000-8000-00805f9b34fb
12,6b:9d:90:1b:0a:64,-64,
13,79:f0:48:2e:14:99,-90,
14,60:66:60:a4:41:87,-90,
15,1a:2b:ff:0c:5a:58,-85,
16,1c:80:a6:eb:f6:c9,-79,0000fd6f-0000-1000-8000-00805f9b34fb
17,c7:59:1d:f0:d1:e6,-83,
18,6e:de:06:a1:22:bf,-77,
19,54:18:ad:17:39:13,-89,
20,65:f0:c4:c8:e5:6d,-78,
21,7f:c8:c0:06:65:4a,-78,
22,2d:a3:38:f9:2d:4a,-82,0000fd6f-0000-1000-8000-00805f9b34fb
23,5d:bb:84:1e:e4:dc,-95,
24,45:e8:d4:9b:f9:09,-86,
25,03:36:d0:46:24:68,-96,
26,61:e7:dc:ff:0a:77,-84,
27,1d:61:c7:f1:8f:92,-82,0000fd6f-0000-1000-8000-00805f9b34fb
28,5d:1d:aa:78:b9:a6,-92,
29,62:a6:f4:b9:d1:2f,-100,
30,43:82:5b:b2:54:5d,-84,
31,62:53:a6:7d:57:c2,-66,
32,5a:6f:9b:01:46:3e,-94,
33,73:6f:6b:50:de:34,-76,
34,7d:e7:e3:a5:09:08,-93,
35,34:41:70:88:67:54,-90,
36,5a:b2:09:27:9b:a9,-87,
37,6c:09:3b:72:b4:e2,-83,
38,4c:ae:41:d7:76:34,-85,
39,73:2e:48:0d:4c:c1,-86,
40,5a:25:5f:a6:e7:5e,-47,
41,52:06:62:ef:c3:9b,-92,
42,68:1b:be:1b:65:44,-79,
43,5d:59:30:0a:fa:22,-81,
44,09:a3:19:39:cc:c0,-89,0000fd6f-0000-1000-8000-00805f9b34fb
45,3b:78:c6:bf:a6:9c,-91,
46,5d:6f:bf:26:0b:2f,-76,
47,46:c8:a6:f0:f9:fa,-95,
48,3a:a4:ac:8f:d1:b3,-98,
49,4f:7d:0e:18:49:95,-75,
50,58:1c:39:40:e2:54,-89,
51,7a:4e:a5:10:b3:64,-92,
52,78:27:45:fa:e5:64,-88,
53,7c:61:9a:d7:4a:a7,-94,
54,51:93:b1:a6:d2:b0,-85,
55,79:ce:e2:0d:8f:be,-71,
56,03:cf:f0:0e:72:8d,-85,0000fd6f-0000-1000-8000-00805f9b34fb
57,5b:cf:f1:ce:14:69,-86,
58,6c:f4:d5:6b:e1:28,-90,
59,6e:2e:fb:7f:17:4a,-82,
60,3b:a0:67:84:6d:0c,-85,
61,45:23:a3:63:00:ed,-84,
62,3e:05:59:88:9c:3e,-83,0000fd6f-0000-1000-8000-00805f9b34fb
63,77:13:a4:09:6e:09,-89,
64,22:f8:e0:8e:15:15,-86,0000fd6f-0000-1000-8000-00805f9b34fb
65,53:12:d0:08:43:61,-88,
66,57:e5:1f:a6:d3:a1,-93,
67,7c:d3:b2:d3:e0:fb,-89,
68,55:19:dd:aa:47:68,-97,
69,75:48:ae:f6:35:34,-87,
70,69:df:81:66:83:2e,-93,
71,48:84:9e:80:81:31,-78,
72,64:63:55:f9:bc:b4,-91,
73,13:8b:97:6f:50:0c,-93,
74,55:9c:ab:24:37:2e,-95,
75,56:8b:a8:e2:5c:81,-95,
76,5e:41:14:89:0a:ac,-92,
77,55:88:3b:70:00:c9,-85,
