,address,rssi,uuid
0,00:a0:50:c4:24:ee,-61,
1,50:1d:6b:32:7b:2b,-76,0000fd6f-0000-1000-8000-00805f9b34fb
2,2a:6d:1f:a8:09:af,-83,0000fd6f-0000-1000-8000-00805f9b34fb
3,54:fa:f5:a1:e4:95,-86,
4,10:f7:c9:36:1f:01,-80,0000fd6f-0000-1000-8000-00805f9b34fb
5,47:ee:36:46:84:93,-84,
6,72:f9:a6:e6:a0:8f,-87,
7,5e:71:eb:40:07:6e,-80,0000fd6f-0000-1000-8000-00805f9b34fb
8,01:18:ba:27:e1:38,-98,
9,1d:33:50:1b:98:d9,-86,0000fd6f-0000-1000-8000-00805f9b34fb
10,64:69:ac:23:7b:cf,-70,
11,63:ae:d5:46:05:11,-93,
12,78:8a:c2:e8:29:1a,-81,
13,11:d8:5f:ad:3d:5b,-83,0000fd6f-0000-1000-8000-00805f9b34fb
14,29:74:61:f1:d5:09,-91,
15,5c:2e:d6:16:2e:4e,-88,
16,32:76:4c:1c:0d:d0,-84,
17,4e:2c:28:60:05:f2,-98,
18,49:8f:ff:b3:94:71,-100,
19,5d:0f:9d:03:06:03,-86,
20,57:b3:1a:47:ea:24,-94,
21,64:5a:c7:24:0c:b6,-101,
22,2b:0d:57:45:d6:38,-87,0000fd6f-0000-1000-8000-00805f9b34fb
23,75:57:91:28:e8:fc,-95,
24,50:32:66:20:0e:8e,-96,
25,69:62:42:a3:f1:f2,-90,
26,14:da:5a:95:2b:ab,-95,
27,62:05:67:fd:b1:7a,-100,
28,cc:98:8b:b1:63:45,-97,
29,06:d6:82:a0:36:b0,-95,0000fd6f-0000-1000-8000-00805f9b34fb
30,5f:63:af:0f:1e:d2,-99,
31,47:57:c6:4b:9b:96,-95,
32,23:cc:ad:84:c6:46,-95,0000fd6f-0000-1000-8000-00805f9b34fb
