,address,rssi,uuid
0,64:11:de:76:1b:31,-94,
1,70:65:66:ca:e6:99,-93,
2,46:47:ad:ba:44:55,-81,
3,00:a0:50:c4:24:ee,-63,
4,50:27:7e:22:90:9b,-88,
5,5c:9a:14:3e:1c:fa,-80,
6,08:b3:a2:77:ce:7e,-53,
7,70:86:35:47:cc:c5,-77,0000fd6f-0000-1000-8000-00805f9b34fb
8,6d:12:04:17:6b:12,-87,
9,7a:ef:3c:0f:e2:b5,-94,
10,77:1e:37:ea:1f:a4,-86,
11,63:af:a9:0e:a7:76,-54,
12,4f:29:0b:c9:bc:e8,-88,
13,7a:e3:90:b6:e1:0b,-100,
14,66:29:6f:ad:75:e9,-97,
15,75:56:cf:90:9f:ac,-96,
16,1d:ba:34:3c:51:d2,-96,
17,56:85:c9:38:0d:6c,-87,
18,61:60:80:4a:d5:a3,-80,
19,26:b7:4f:9d:ef:6a,-86,0000fd6f-0000-1000-8000-00805f9b34fb
20,78:6f:16:70:f5:73,-90,
21,70:54:ae:27:4d:17,-87,
22,4b:58:87:1b:57:eb,-99,
23,64:18:0f:f9:70:7b,-90,
24,70:e7:5d:4e:8b:46,-96,
25,7b:63:f4:0b:d6:3e,-93,
26,5a:fe:df:6e:78:a4,-92,
27,61:81:32:fd:c7:40,-91,
28,19:1e:4f:3d:1f:e8,-98,0000fd6f-0000-1000-8000-00805f9b34fb
29,65:cb:5f:51:09:47,-91,
30,4f:be:7f:24:5d:b2,-95,
31,17:5c:29:3c:c6:ce,-97,0000fd6f-0000-1000-8000-00805f9b34fb
32,16:a2:1b:0c:86:cd,-97,0000fd6f-0000-1000-8000-00805f9b34fb
33,38:8c:76:c2:60:1a,-97,
34,16:f7:0d:9c:e3:00,-98,0000fd6f-0000-1000-8000-00805f9b34fb
35,54:c0:ca:cb:39:be,-96,
36,7c:44:9c:51:b1:db,-97,
37,7b:b7:eb:95:f8:e1,-95,
38,37:ad:65:34:ee:55,-98,0000fd6f-0000-1000-8000-00805f9b34fb
39,13:24:cd:0d:12:a9,-95,
40,37:b2:56:05:ac:42,-90,0000fd6f-0000-1000-8000-00805f9b34fb
41,09:78:0b:eb:38:d7,-96,
42,5b:ff:ef:41:1a:a5,-100,
43,a4:c1:c3:00:06:ae,-93,
44,6f:36:c6:24:e5:c8,-91,
45,3a:b8:cb:e5:31:b4,-94,
46,45:76:58:f4:ee:62,-95,
47,42:72:ce:12:b2:a3,-100,
48,39:3c:8d:d3:bf:e0,-97,0000fd6f-0000-1000-8000-00805f9b34fb
49,3e:5c:c6:e6:fd:b5,-92,
50,51:8b:d3:cd:bd:9f,-91,
51,54:99:18:09:4b:9c,-96,
52,28:11:a5:cb:f2:58,-95,
