,address,rssi,uuid
0,68:64:6f:30:40:b2,-74,
1,54:6e:e6:05:bb:f4,-77,
2,0b:fe:11:22:3a:09,-84,
3,3c:76:4b:81:f6:d8,-82,
4,7f:d3:bd:d0:cc:cd,-65,
5,04:81:46:25:bf:2b,-77,
6,50:25:9d:1f:1b:b8,-74,
7,0f:5a:c8:03:d2:57,-89,
8,59:8f:89:71:56:08,-89,
9,26:cb:2d:58:f5:92,-79,0000fd6f-0000-1000-8000-00805f9b34fb
10,4a:a6:ba:c7:43:b7,-77,
11,4b:ae:6d:68:80:c5,-87,
12,1e:e7:63:06:74:fe,-86,0000fd6f-0000-1000-8000-00805f9b34fb
13,6c:09:3b:72:b4:e2,-82,
14,73:6f:6b:50:de:34,-77,
15,0d:04:fa:76:32:93,-96,0000fd6f-0000-1000-8000-00805f9b34fb
16,25:8a:b5:2f:1f:ce,-82,
17,68:6c:4d:9f:44:9a,-79,
18,4d:5e:0e:a4:0e:18,-82,
19,65:0b:a3:e7:ff:7a,-71,
20,6c:5d:a1:2d:d2:22,-87,
21,53:e3:a0:a6:8a:c1,-80,
22,5a:25:5f:a6:e7:5e,-35,
23,52:a3:4e:59:c9:e5,-83,
24,19:19:6c:82:af:94,-75,0000fd6f-0000-1000-8000-00805f9b34fb
25,73:4a:5a:c5:76:6e,-74,
26,c7:59:1d:f0:d1:e6,-82,
27,48:0d:ed:43:ea:ef,-90,
28,3e:05:59:88:9c:3e,-88,0000fd6f-0000-1000-8000-00805f9b34fb
29,1b:4f:7e:db:15:94,-91,0000fd6f-0000-1000-8000-00805f9b34fb
30,4d:f7:67:03:3d:23,-90,
31,06:6a:9a:27:e3:55,-85,0000fd6f-0000-1000-8000-00805f9b34fb
32,50:00:ab:cd:2e:49,-101,
33,42:5d:79:77:88:87,-98,
34,7b:e3:f4:27:c6:82,-93,
35,33:77:37:1b:37:a5,-78,
36,70:d0:02:7b:61:3e,-86,
37,41:e0:62:fc:89:51,-80,
38,5e:b1:e3:5b:b6:be,-86,
39,5e:38:6e:77:d4:e6,-87,
40,1c:85:9e:b3:bb:73,-88,0000fd6f-0000-1000-8000-00805f9b34fb
41,34:41:70:88:67:54,-84,
42,00:a0:50:53:46:aa,-89,
43,6e:de:06:a1:22:bf,-89,
44,61:50:41:d3:bb:d0,-85,
45,47:c6:50:43:3c:cc,-91,
46,62:5a:61:96:51:1e,-96,
47,3c:55:e2:21:bc:0c,-96,0000fd6f-0000-1000-8000-00805f9b34fb
48,65:f0:c4:c8:e5:6d,-86,
49,7f:c8:c0:06:65:4a,-84,
50,55:9c:ab:24:37:2e,-94,
51,1c:70:60:b2:02:b8,-89,0000fd6f-0000-1000-8000-00805f9b34fb
52,68:0e:9a:e3:e0:6c,-79,
53,51:8b:81:41:55:31,-92,
54,78:27:45:fa:e5:64,-82,
55,77:13:a4:09:6e:09,-89,
56,61:8f:2d:47:ff:1c,-89,
57,4b:9f:4a:98:fc:3a,-95,
58,5b:cf:f1:ce:14:69,-94,
59,79:cd:b3:50:3d:e3,-98,
60,5d:ad:dd:1a:60:b1,-84,
61,3e:2d:a2:a4:ca:11,-88,0000fd6f-0000-1000-8000-00805f9b34fb
62,4c:ae:41:d7:76:34,-86,
63,3e:de:55:2d:ec:be,-87,0000fd6f-0000-1000-8000-00805f9b34fb
64,54:9d:21:50:9a:9a,-92,
65,58:aa:08:75:c3:e8,-86,
66,00:a0:50:52:f3:a8,-91,
67,5d:20:e7:e8:16:e9,-97,
68,18:a2:99:0b:6c:9d,-91,0000fd6f-0000-1000-8000-00805f9b34fb
69,47:57:61:6c:3e:5a,-85,
70,48:ec:62:5b:07:43,-94,
71,57:6b:1c:0a:67:d1,-89,
72,7b:d0:f6:72:4f:88,-96,
73,7a:0f:b7:58:be:5c,-87,
74,55:69:e0:1f:51:9e,-92,
75,52:06:62:ef:c3:9b,-96,
76,28:44:6f:78:93:03,-90,0000fd6f-0000-1000-8000-00805f9b34fb
77,5b:1f:15:93:66:d4,-91,
78,6e:c1:dc:d6:ba:96,-85,
79,62:a6:f4:b9:d1:2f,-98,
80,47:f8:57:90:b8:a4,-91,
81,18:ca:4e:22:eb:36,-95,0000fd6f-0000-1000-8000-00805f9b34fb
82,79:f0:48:2e:14:99,-92,
83,70:fc:07:00:4a:63,-73,
84,54:f7:b3:97:23:0d,-87,
85,22:f8:e0:8e:15:15,-94,0000fd6f-0000-1000-8000-00805f9b34fb
86,10:7f:b7:6f:12:64,-90,
