,address,rssi,uuid
0,00:c3:f4:82:db:b6,-85,
1,4a:a0:7f:90:5f:ca,-86,
2,d4:9d:c0:7d:0a:b9,-90,
3,74:8c:66:16:13:e9,-81,
4,23:7c:3e:50:8a:28,-92,
5,d4:9d:c0:7c:d7:e3,-90,
6,d4:9d:c0:7d:31:d3,-97,
7,73:04:d8:f5:4a:2d,-84,
8,d4:9d:c0:7d:09:65,-92,
9,1b:ae:50:53:be:b2,-94,
10,00:a0:50:c4:24:ee,-67,
11,70:39:32:32:45:67,-94,
12,b8:bc:5b:eb:26:f5,-85,
13,d4:9d:c0:7c:fe:ef,-77,
14,79:39:52:e5:d9:3e,-87,
15,b8:bc:5b:eb:28:25,-88,
16,00:c3:f4:82:db:ea,-81,
17,d4:9d:c0:7d:2d:a1,-96,
18,d4:9d:c0:7d:08:7d,-84,
19,22:1a:45:a2:d7:64,-92,
20,d4:9d:c0:7b:e3:f1,-76,
21,76:b3:31:c8:29:28,-93,
22,d4:9d:c0:7d:2d:2d,-92,
23,45:fb:44:7d:c7:0c,-88,
24,b8:bc:5b:eb:28:2d,-80,
25,d4:9d:c0:7b:eb:5b,-87,
26,09:d3:a2:16:0c:61,-85,
27,00:c3:f4:70:93:a3,-96,
28,d4:9d:c0:7d:09:69,-86,
29,56:a2:38:8d:47:5b,-90,
30,6e:ae:4e:94:ed:70,-92,
31,c8:ff:77:39:08:3c,-98,
32,00:c3:f4:82:dc:82,-86,
33,7b:2e:c4:26:d6:bf,-87,
34,d4:9d:c0:7d:31:bd,-83,
35,d4:9d:c0:7c:fe:df,-80,
36,7c:54:d8:3c:13:51,-97,
37,d4:9d:c0:7d:31:c7,-93,
38,d4:9d:c0:7b:e2:0f,-75,
39,4a:3f:64:e6:e5:19,-71,
40,b8:bc:5b:e5:01:b4,-89,
41,70:53:74:83:13:8b,-83,
42,00:c3:f4:81:54:e6,-90,
43,d4:9d:c0:7d:11:21,-89,
44,d4:9d:c0:7d:28:5d,-95,
45,d4:9d:c0:7d:1d:65,-88,
46,73:fe:93:55:90:41,-94,
47,d4:9d:c0:7d:30:7b,-83,
48,00:c3:f4:70:92:a1,-93,
49,7e:16:3d:9a:60:db,-84,
50,d4:9d:c0:7d:11:8f,-81,
51,d4:9d:c0:7c:f7:2d,-77,
52,47:a8:df:91:0e:b7,-92,
53,c7:df:15:83:9b:39,-73,
54,69:29:29:6b:40:73,-85,
55,d4:9d:c0:7d:30:8d,-80,
56,5d:5a:c9:3b:ff:ce,-96,
57,62:ec:15:fe:28:bd,-91,
58,70:78:b1:3a:fd:1a,-94,
59,65:f7:92:43:5a:0d,-98,
60,24:fc:e5:7c:81:95,-82,
61,7e:a1:0e:bf:14:a6,-87,
62,6e:a8:00:0b:ec:88,-90,
63,d4:9d:c0:7d:11:39,-82,
64,00:c3:f4:82:dc:0a,-85,
65,d4:9d:c0:7d:34:25,-98,
66,51:a0:db:1b:12:87,-100,
67,21:ba:ad:72:b0:4a,-97,0000fd6f-0000-1000-8000-00805f9b34fb
68,2f:64:9a:9a:95:2f,-86,
69,2c:7e:22:32:38:9a,-83,0000fd6f-0000-1000-8000-00805f9b34fb
70,00:c3:f4:81:54:d2,-94,
71,50:37:23:a8:b6:24,-94,
72,6d:80:be:06:c1:60,-82,
73,02:23:1b:4d:ca:34,-93,
74,33:3d:a5:7a:60:16,-82,
75,d4:9d:c0:7d:22:45,-97,
76,2a:1b:9f:11:4c:c0,-90,
77,d4:9d:c0:7d:11:17,-89,
78,4b:a2:56:b3:cd:d4,-84,
79,d4:9d:c0:7d:08:71,-92,
80,30:73:e6:d7:40:58,-92,
81,1e:43:f8:41:a9:f0,-92,0000fd6f-0000-1000-8000-00805f9b34fb
82,7b:be:a7:2a:14:c9,-87,
83,7b:1b:8b:2c:ac:9c,-88,
84,d4:9d:c0:7d:32:7d,-96,
85,47:aa:5c:03:76:7c,-90,
86,00:c3:f4:82:dc:5e,-91,
87,d4:9d:c0:7d:1f:5f,-94,
88,4a:50:7d:c5:87:ba,-89,
89,00:c3:f4:70:97:db,-87,
90,00:c3:f4:70:96:8f,-94,
91,d4:9d:c0:7d:20:ef,-83,
92,17:09:ae:08:06:2c,-90,
93,78:f5:93:b5:4f:31,-83,
94,08:14:a8:ad:7e:a3,-89,
95,47:0b:9e:f9:af:bf,-80,
96,24:73:40:4d:a2:68,-86,
97,d4:9d:c0:7c:cd:e1,-94,
98,00:c3:f4:82:db:b8,-92,
99,00:c3:f4:70:95:21,-96,
100,7b:39:58:b1:91:55,-85,
101,16:45:7d:21:1c:b0,-95,
102,69:0e:1d:09:9b:a3,-86,
103,44:67:00:e8:2e:b2,-97,
104,50:a8:d4:3f:11:47,-80,
105,d4:9d:c0:7d:1e:1f,-92,
106,42:3f:a1:92:ce:a1,-88,
107,59:b6:a1:ee:2a:1b,-93,
108,5a:73:e7:bb:9c:e7,-85,
109,d4:9d:c0:7c:fe:37,-84,
110,69:04:40:45:98:74,-89,
111,d7:b4:ae:e3:ae:d9,-71,
112,d4:9d:c0:7d:11:91,-92,
113,d4:9d:c0:7c:bd:77,-96,
114,63:97:69:57:b3:6d,-92,
115,01:2d:30:12:0f:fe,-91,
116,5f:28:33:cd:b4:0e,-91,
117,45:82:01:cb:63:c7,-91,
118,74:38:b7:e6:82:fc,-83,
119,74:ff:1d:a5:cf:23,-94,
120,00:c3:f4:70:96:63,-94,
121,d4:9d:c0:7d:32:89,-94,
122,40:1c:a3:14:6f:3b,-86,
123,4d:f5:49:fe:3d:1d,-90,
124,9b:19:5b:02:06:a7,-91,
125,23:4a:f5:fe:ef:47,-96,
126,75:2b:e4:0f:df:5b,-90,
127,d4:9d:c0:7d:08:5d,-99,
128,12:c7:e7:26:1b:5c,-84,
129,20:f6:a6:40:47:f1,-92,
130,00:c3:f4:70:92:ed,-87,
131,5d:ac:98:71:20:2a,-93,
132,00:c3:f4:70:97:0f,-94,
133,79:69:e1:27:b1:bf,-91,
134,19:8b:89:07:58:89,-95,
135,5d:bb:bb:92:04:95,-93,
136,9b:23:5b:01:e7:e2,-90,
137,00:c3:f4:82:db:e8,-92,
138,47:7f:c3:df:f3:9e,-80,
139,4c:6b:18:d2:ae:fc,-85,
140,7f:47:fb:74:6e:c1,-90,
141,00:c3:f4:82:d7:0a,-97,
142,2f:65:dd:24:57:e6,-93,
143,78:e0:6c:e1:8c:f4,-85,
144,d4:9d:c0:7c:fe:d3,-94,
145,d4:9d:c0:7b:e2:1f,-80,
146,52:9d:3a:ac:4c:1a,-93,
147,65:07:c4:22:4a:38,-86,
148,6c:bb:f0:d8:a9:73,-91,
