20210704093430,0.0,0.0
,adress,rssi,uuid
0,51:e7:25:43:2b:37,-91,null
1,00:a0:50:53:37:2b,-72,null
2,7d:bf:b0:65:28:e3,-83,null
3,62:22:fc:dc:ed:70,-84,null
