20210704093501,0.0,0.0
,adress,rssi,uuid
0,28:ed:e0:d2:49:fa,-90,null
1,00:a0:50:53:37:2b,-60,null
2,3f:47:d3:83:9a:4e,-84,null
3,58:35:b0:cf:22:4c,-76,null
4,64:a2:46:fa:d9:b7,-82,null
5,51:e7:25:43:2b:37,-92,null
6,68:a0:3e:f3:44:2c,-95,null
