20210704093547,34.68172166666667,135.84625833333334
,adress,rssi,uuid
0,28:ed:e0:d2:49:fa,-91,null
1,00:a0:50:53:37:2b,-69,null
2,3f:47:d3:83:9a:4e,-58,null
3,58:35:b0:cf:22:4c,-96,null
4,64:a2:46:fa:d9:b7,-46,null
5,59:c1:c2:d5:76:77,-100,null
6,56:0a:f6:7b:3d:7e,-94,null
