20210704094057,34.682968333333335,135.84548666666666
,adress,rssi,uuid
0,00:a0:50:53:37:2b,-64,null
1,64:a2:46:fa:d9:b7,-52,null
2,3f:47:d3:83:9a:4e,-46,null
