20210704095530,34.683455,135.804385
,adress,rssi,uuid
0,00:a0:50:53:37:2b,-72,null
1,1e:b7:7d:d8:25:97,-57,0000fd6f-0000-1000-8000-00805f9b34fb
2,f7:04:68:94:99:af,-80,null
3,7f:e9:46:21:c4:29,-91,null
4,74:a1:5a:76:70:38,-100,null
5,6f:36:ba:55:af:55,-91,null
6,4c:87:5d:1b:fc:21,-91,null
