20201221075845,34.72185833333333,135.72102166666667
,adress,rssi,uuid
0,00:a0:50:c4:53:53,-74,null
1,c0:14:41:21:5b:a4,-43,null
2,61:85:e1:1a:b6:03,-83,0000fd6f-0000-1000-8000-00805f9b34fb
3,11:4e:8a:94:ca:c9,-54,0000fd6f-0000-1000-8000-00805f9b34fb
4,60:e3:85:23:cd:c6,-54,null
5,66:a5:eb:f1:82:c6,-94,null
