20201221112401,34.70999,135.755245
,adress,rssi,uuid
0,00:a0:50:d6:54:5d,-72,null
1,70:35:5d:80:6d:e0,-47,null
2,2d:56:ba:80:2f:f9,-47,0000fd6f-0000-1000-8000-00805f9b34fb
3,4b:be:0e:75:76:cf,-88,null
4,56:30:4d:60:71:17,-85,null
