20201221075901,34.72185833333333,135.72102166666667
,adress,rssi,uuid
0,60:e3:85:23:cd:c6,-40,null
1,00:a0:50:c4:53:53,-71,null
2,11:4e:8a:94:ca:c9,-46,0000fd6f-0000-1000-8000-00805f9b34fb
3,61:85:e1:1a:b6:03,-85,0000fd6f-0000-1000-8000-00805f9b34fb
4,54:3d:de:42:2a:e1,-88,null
5,c0:14:41:21:5b:a4,-34,null
