20201221153739,34.71371,135.73813
,adress,rssi,uuid
0,00:a0:50:53:2c:64,-72,null
1,2a:73:1b:54:0c:97,-64,0000fd6f-0000-1000-8000-00805f9b34fb
2,47:52:a3:05:57:00,-52,null
3,77:79:22:b5:2b:54,-47,null
4,4f:23:6c:6f:2f:54,-91,null
5,28:11:a5:e1:2e:53,-65,null
6,7f:06:47:b8:30:c1,-85,null
