20201221105732,34.71751166666667,135.759655
,adress,rssi,uuid
0,00:a0:50:53:45:e7,-79,null
1,90:32:4b:7e:b1:54,-95,null
2,55:77:a1:3a:e7:c5,-56,null
3,6e:9a:28:13:f4:b6,-58,null
4,78:48:d3:b6:e9:08,-58,null
5,2e:80:47:72:00:db,-54,0000fd6f-0000-1000-8000-00805f9b34fb
6,3a:34:5f:d8:30:54,-61,0000fd6f-0000-1000-8000-00805f9b34fb
