20201221183243,34.68235333333333,135.73865
,adress,rssi,uuid
0,73:94:cb:d3:9d:93,-74,null
1,00:a0:50:11:96:e5,-75,null
2,c0:14:41:21:5b:a4,-57,null
3,2a:6c:9b:f4:7c:68,-62,0000fd6f-0000-1000-8000-00805f9b34fb
4,54:89:c7:e4:c1:4c,-47,null
5,40:c0:c0:1b:69:93,-96,null
6,7e:b2:75:9f:e2:1d,-99,null
