20201221191519,34.67653,135.762645
,adress,rssi,uuid
0,00:a0:50:53:46:a9,-74,null
1,66:d8:10:82:b6:68,-35,null
2,38:61:5a:8d:04:a9,-69,0000fd6f-0000-1000-8000-00805f9b34fb
3,1d:b0:71:2d:0b:b2,-93,null
4,55:5f:e0:f3:de:f8,-58,null
5,5f:70:ed:2f:97:be,-92,null
6,2a:5b:c5:a0:24:83,-37,0000fd6f-0000-1000-8000-00805f9b34fb
7,7c:c6:7d:8f:fa:a3,-93,null
