20201221192541,34.695546666666665,135.751475
,adress,rssi,uuid
0,34:4c:63:49:39:68,-39,0000fd6f-0000-1000-8000-00805f9b34fb
1,00:a0:50:53:46:a9,-73,null
2,36:14:cc:23:ff:2d,-66,0000fd6f-0000-1000-8000-00805f9b34fb
3,55:70:f6:d2:be:cb,-86,null
4,6c:7d:a4:f9:d3:54,-34,null
5,4e:0d:d7:9d:a6:f7,-69,null
6,7a:fd:4e:04:71:ff,-91,null
