20201221191739,34.67677833333333,135.75905833333334
,adress,rssi,uuid
0,00:a0:50:53:46:a9,-74,null
1,80:2b:f9:eb:88:22,-87,null
2,4e:0d:d7:9d:a6:f7,-61,null
3,6c:7d:a4:f9:d3:54,-46,null
4,34:4c:63:49:39:68,-46,0000fd6f-0000-1000-8000-00805f9b34fb
5,36:14:cc:23:ff:2d,-60,0000fd6f-0000-1000-8000-00805f9b34fb
6,2b:99:9c:95:11:b5,-97,0000fd6f-0000-1000-8000-00805f9b34fb
