20201221191402,34.67777666666667,135.76762666666667
,adress,rssi,uuid
0,00:a0:50:53:46:a9,-86,null
1,1e:42:a1:b9:46:dd,-94,null
2,55:5f:e0:f3:de:f8,-54,null
3,2a:5b:c5:a0:24:83,-43,0000fd6f-0000-1000-8000-00805f9b34fb
4,66:d8:10:82:b6:68,-43,null
5,24:f6:fe:57:68:37,-94,null
6,72:ce:1f:1c:02:86,-92,null
